,Education,Neuroticism (N-Score),Extroversion (E-Score),Openness (O-Score),Agreeableness (A-Score),Conscientiousness (C-Score),Impulsiveness (BIS-11),Sensation (SS),Alcohol,Amphetamines,Amyl nitrites,Benzos,Caffeine,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal Highs,LSD,Methamphetamine,Magic Mushrooms,Nicotine,Semer,Inhalants/Volatiles,Age_18-24,Age_25-34,Age_35-44,Age_45-54,Age_55-64,Age_65+,Gender_F,Gender_M,Country_Australia,Country_Canada,Country_Ireland,Country_New Zealand,Country_Other,Country_UK,Country_USA,Ethnicity_1.90725,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Other,Ethnicity_White,Ethnicity_White-Asian,Ethnicity_White-Black
598,H,43,36.0,42,54,43,2,2,6,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
599,E,46,47.0,51,44,34,8,9,4,5,0,0,6,5,4,0,4,0,3,4,0,0,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
600,E,41,28.0,38,29,46,5,9,6,3,0,0,6,5,0,0,0,0,0,3,0,0,0,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
601,E,54,33.0,51,39,34,5,8,6,3,0,2,6,3,0,0,2,0,0,6,3,3,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
602,G,29,34.0,43,33,43,2,5,5,0,0,2,6,5,2,0,2,0,2,2,3,0,3,5,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
603,E,40,42.0,48,49,45,2,4,5,0,0,5,6,4,1,0,0,0,0,0,0,2,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
604,H,15,47.0,57,51,34,2,4,5,3,1,2,6,6,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
605,G,31,40.0,38,52,36,3,9,5,0,0,0,6,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
606,E,35,40.0,52,55,41,2,6,2,1,0,0,6,3,1,1,0,1,0,0,1,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
607,G,21,48.0,54,44,49,5,10,6,6,4,4,6,6,6,2,4,2,3,4,2,0,3,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
608,F,48,34.0,36,50,30,8,5,4,1,0,1,5,4,3,3,0,0,0,0,1,0,4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
609,E,27,46.0,52,44,37,4,10,6,1,2,0,6,6,2,0,3,0,0,3,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
610,G,29,42.0,42,51,46,5,9,5,0,0,0,6,5,0,2,0,0,0,3,0,0,2,6,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
611,G,25,41.0,45,41,39,3,4,1,1,1,1,6,6,1,0,4,0,1,5,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
612,H,54,38.0,44,32,37,4,6,6,3,2,5,5,6,3,0,2,0,0,6,0,0,2,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
613,A,33,44.0,41,37,44,7,5,3,2,0,3,6,4,3,3,3,3,0,0,3,3,2,6,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
614,H,37,39.0,43,48,40,6,9,6,0,0,1,6,2,0,0,1,0,0,0,1,0,0,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
615,E,46,41.0,45,39,34,7,9,2,6,1,6,6,6,2,1,0,0,0,2,1,2,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
616,F,27,48.0,44,39,47,2,6,3,2,2,3,6,5,0,0,0,1,0,5,2,0,2,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
617,G,35,47.0,52,44,42,5,6,5,0,2,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
618,H,29,33.0,51,37,46,1,3,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
619,D,41,30.0,43,52,28,7,7,5,0,0,0,6,6,0,0,4,0,4,2,0,0,0,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
620,H,27,44.0,45,34,44,6,7,5,0,1,0,6,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
621,H,34,43.0,44,45,52,2,1,5,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
622,H,32,40.0,43,41,31,8,4,6,0,1,0,6,6,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
623,I,36,40.0,37,43,44,1,5,6,0,0,1,6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
624,F,32,36.0,42,37,44,2,1,6,1,0,0,6,6,2,0,2,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
625,G,35,37.0,40,40,45,3,5,6,1,2,0,6,5,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
626,I,21,33.0,35,54,46,0,3,5,1,1,2,5,6,3,0,4,0,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
627,I,48,32.0,37,53,44,1,1,5,0,0,0,6,5,3,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
628,I,31,43.0,50,45,41,3,0,5,0,0,1,6,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
629,I,41,38.0,56,45,49,1,0,6,1,0,0,6,6,1,0,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
630,G,40,39.0,44,56,49,1,4,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
631,G,48,37.0,37,37,47,1,0,5,0,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
632,H,29,51.0,49,44,44,2,6,5,0,2,2,6,5,3,0,2,0,2,3,0,0,2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
633,I,48,41.0,46,36,37,3,9,6,3,3,6,6,5,5,0,5,1,3,3,2,1,2,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
634,G,28,38.0,45,50,38,2,6,5,2,2,2,6,6,2,0,2,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
635,G,29,42.0,43,46,42,4,5,4,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
636,F,32,41.0,39,48,45,1,2,4,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
637,G,33,36.0,36,42,52,2,6,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
638,B,33,51.0,52,51,45,5,10,5,1,2,3,6,6,4,0,3,0,2,2,2,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
639,G,34,35.0,49,44,41,3,4,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
640,H,29,46.0,52,56,53,3,7,5,1,1,0,4,6,0,0,1,0,0,4,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
641,H,26,44.0,44,51,50,2,7,5,0,0,0,4,6,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
642,E,38,38.0,34,47,37,3,6,5,3,3,0,5,6,5,0,3,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
643,G,36,38.0,44,38,39,7,4,5,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
644,G,31,39.0,44,42,47,3,4,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
645,E,23,49.0,53,32,48,2,7,6,0,0,3,6,6,4,0,4,0,0,4,0,3,3,6,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
646,H,47,41.0,53,55,34,7,10,6,2,1,3,4,5,3,4,1,3,0,2,1,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
647,G,34,45.0,37,43,54,4,2,5,2,1,0,2,5,2,0,2,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
648,H,31,53.0,59,53,43,7,7,5,2,2,4,6,6,4,1,5,0,3,4,2,1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
649,H,42,43.0,49,47,34,4,2,5,0,2,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
650,E,46,48.0,54,39,34,4,7,5,5,3,4,6,6,3,0,3,0,4,5,5,3,4,6,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
651,E,29,44.0,46,44,42,7,7,6,0,0,0,4,6,0,0,0,0,0,3,0,0,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
652,B,32,46.0,41,46,49,2,3,5,0,1,0,6,6,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
653,H,31,51.0,43,42,34,5,8,5,0,0,2,6,5,0,3,3,0,3,3,3,0,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
654,E,48,36.0,48,35,33,7,7,4,0,0,0,6,5,2,3,0,0,0,3,2,0,5,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
655,F,47,30.0,55,40,31,8,10,5,1,1,1,6,6,1,0,2,1,1,1,1,1,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
656,H,42,41.0,49,41,38,6,6,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
657,I,28,49.0,57,37,39,7,7,5,3,2,0,6,5,5,2,4,0,2,0,2,2,2,6,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
658,H,24,43.0,46,50,43,1,1,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
659,G,33,32.0,41,42,51,1,3,6,0,0,0,6,6,0,0,0,0,0,3,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
660,G,36,41.0,48,55,53,5,2,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
661,I,48,31.0,44,34,31,3,4,6,1,0,3,6,4,0,0,0,0,0,0,1,0,0,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
662,G,32,37.0,50,45,38,5,8,5,0,0,0,6,6,0,0,0,0,0,3,0,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
663,I,47,37.0,47,45,40,2,5,6,2,2,0,5,6,2,1,2,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
664,D,19,38.0,47,42,35,6,7,3,0,0,0,6,5,0,0,4,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
665,E,45,35.0,54,41,44,3,6,4,2,1,6,4,6,4,4,3,5,3,2,2,6,3,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
666,G,21,53.0,47,45,39,4,5,5,0,1,0,6,6,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
667,E,30,46.0,49,41,41,4,8,6,0,3,5,6,6,4,0,3,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
668,F,32,41.0,43,38,39,0,4,5,0,3,0,6,5,2,0,0,0,0,3,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
669,F,31,45.0,46,39,43,6,9,2,1,1,0,6,6,1,0,1,0,0,0,1,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
670,G,33,40.0,55,48,48,5,5,2,0,0,0,6,4,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
671,E,48,47.0,49,47,48,2,6,5,0,0,0,6,5,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
672,H,44,35.0,42,39,34,2,8,3,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
673,F,35,38.0,41,38,36,4,9,3,2,1,0,6,6,3,0,3,0,3,3,1,0,3,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
674,F,38,40.0,34,42,44,6,8,3,0,0,0,6,6,0,0,0,0,0,6,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
675,G,41,38.0,49,39,37,3,5,6,2,2,0,4,5,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
676,E,56,24.0,44,43,26,1,1,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
677,E,42,38.0,42,35,51,2,9,5,4,3,3,6,4,3,0,0,0,0,4,0,3,0,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
678,I,38,34.0,45,43,26,2,0,6,6,1,3,6,4,3,3,6,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
679,E,24,40.0,37,39,43,6,8,6,0,2,3,6,5,0,0,2,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
680,H,49,27.0,49,45,46,1,3,6,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
681,G,41,39.0,43,42,37,1,4,3,2,2,2,3,4,3,1,2,0,2,2,2,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
682,F,45,35.0,54,35,30,7,10,4,0,0,6,6,6,0,0,0,0,0,3,0,6,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
683,G,32,41.0,51,40,36,6,7,6,5,3,5,6,6,3,0,3,0,2,3,4,0,4,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
684,E,51,46.0,55,41,35,6,9,5,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
685,A,27,44.0,39,49,44,1,0,4,1,0,2,5,4,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
686,E,46,47.0,44,35,46,6,9,2,2,1,3,6,6,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
687,H,44,35.0,43,43,41,8,7,6,1,0,1,6,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
688,E,40,35.0,36,33,41,5,4,6,0,0,2,6,4,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
689,G,34,39.0,39,44,45,2,4,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
690,H,38,35.0,44,41,38,2,3,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
691,H,25,38.0,47,46,46,1,3,6,1,0,0,6,6,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
692,F,27,36.0,43,39,40,4,5,5,1,1,0,6,5,2,0,2,0,2,2,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
693,H,34,37.0,46,51,53,2,2,6,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
694,G,28,42.0,49,33,51,3,6,5,1,1,0,6,5,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
695,G,21,38.0,53,53,42,2,6,4,0,0,0,6,6,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
696,G,35,33.0,52,43,37,3,4,6,5,0,3,6,6,2,0,2,1,0,0,3,0,2,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
697,E,34,32.0,41,45,34,3,7,6,2,2,0,6,4,2,0,2,0,0,2,2,0,2,6,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
698,E,45,41.0,49,37,43,7,9,5,2,0,2,6,6,2,1,3,1,0,3,2,0,2,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
699,A,26,47.0,49,48,49,2,7,1,1,1,2,6,5,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
700,G,32,44.0,50,41,42,6,8,3,1,2,2,4,6,0,0,3,0,2,3,2,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
701,G,23,45.0,45,37,41,2,6,6,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
702,E,28,38.0,42,39,44,2,4,6,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
703,E,23,42.0,53,55,43,2,5,3,2,2,2,4,5,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
704,G,34,33.0,36,40,44,5,3,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
705,G,35,52.0,48,42,38,5,7,5,2,2,0,6,5,3,0,5,0,3,3,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
706,E,40,36.0,43,48,49,1,4,5,0,3,0,6,6,0,0,4,0,3,3,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
707,F,27,38.0,41,47,45,2,1,3,0,0,0,6,5,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
708,G,45,41.0,50,39,32,4,9,5,2,3,2,3,6,2,0,2,0,3,3,3,0,2,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
709,E,30,39.0,40,50,45,1,3,3,0,0,6,3,4,0,0,0,0,0,3,0,0,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
710,H,41,42.0,51,44,49,3,4,4,3,0,2,5,5,2,0,3,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
711,G,41,45.0,52,54,42,6,8,6,5,2,0,6,4,0,0,3,0,0,3,4,0,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
712,F,43,47.0,49,36,40,6,10,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
713,E,42,43.0,53,54,44,3,7,5,3,0,6,6,4,3,3,2,2,0,2,3,3,3,6,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
714,E,35,29.0,37,39,28,7,3,3,0,0,3,6,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
715,G,28,34.0,44,44,44,2,3,5,1,0,4,4,5,2,0,0,0,2,2,2,0,3,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
716,B,35,31.0,41,39,40,8,9,5,2,0,0,5,4,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
717,G,32,33.0,41,40,39,5,7,5,1,2,0,6,5,2,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
718,E,48,45.0,52,42,49,6,8,6,4,3,5,6,6,2,0,3,2,2,3,2,0,3,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
719,F,51,35.0,48,48,43,2,3,4,2,1,0,6,6,2,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
720,F,35,38.0,46,39,39,1,2,1,1,0,1,6,5,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
721,G,27,49.0,48,49,46,4,4,5,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
722,E,47,36.0,51,48,39,4,5,4,3,0,1,6,6,4,0,4,0,0,0,1,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
723,H,39,44.0,51,53,44,3,10,5,2,3,3,6,6,4,0,5,0,4,3,4,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
724,F,56,33.0,51,35,38,2,4,6,0,3,0,6,5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
725,H,39,44.0,42,44,41,4,5,5,0,0,0,5,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
726,E,23,41.0,51,41,30,4,6,4,0,0,0,3,5,0,0,3,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
727,B,30,42.0,47,39,43,7,8,6,2,2,2,6,5,2,2,2,2,2,0,4,2,6,6,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
728,G,43,40.0,39,43,42,3,2,5,1,1,0,6,6,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
729,E,28,48.0,44,42,38,4,7,4,4,2,0,4,4,0,0,3,0,0,5,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
730,G,48,44.0,51,42,42,2,5,6,0,2,0,6,5,3,0,3,0,0,3,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
731,B,42,41.0,48,41,40,3,4,5,2,2,3,6,5,0,0,0,0,0,2,1,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
732,E,43,47.0,55,33,28,6,8,6,3,3,3,5,5,3,0,3,0,3,3,0,0,3,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
733,G,38,53.0,59,53,37,7,9,4,3,2,3,6,5,4,0,5,2,3,3,4,3,3,6,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
